Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Posted Date,Location Type,City,State,Extracted Skills
Data Scientist,163000,working at atlassian atlassians can choose where they work whether in an office from home or a combination of the two that way atlassians have more control over supporting their family personal goals and other priorities we can hire people in any country where we have a legal entity interviews and onboarding are conducted virtually a part of being a distributedfirst company atlassian is hiring a data scientist to join our newly formed people insights team a crossdisciplinary group of analysts data scientists behavioral scientists researchers and business partners who use data and research to inform strategic and operational issues facing our leaders teams and people this role will be responsible for driving our approach to datainformed insights and analysis leveraging research and creating repeatability of outputs to inform our leaders and teams,4.3,Atlassian,"San Francisco, CA",7500,2002,Public,Software Development,Information Technology,3000,03-11-2023,City,San Francisco,California,"Azure, Statistics, Python"
Data Scientists Analysts,122000,usamichigan exp 3 15 years key skills sql data visualization data gathering responsibilities position description,3.4,Miracle Software Systems,Michigan,3000,1994,Private,Information Technology Support Services,Information Technology,250500,09-10-2023,Town,Dallas,Texas,"Azure, Python, Data Visualization"
Data Scientist,122000,data scientist ii clinical waltham ma 12 months contract pay range 5065hr on w2 general implementation of data analysis and process workflows across waltham rb transversal collaborative work with mrna center of excellence community and collaborators to achieve objectives key user of the electronic laboratory notebook benching to support the team and development of a userfriendly benching process for work and data collection traceability of samples reagents and their storage for the ht platform pipeline implementation of samplereagent barcode solution in the electronic laboratory notebook benchling provide solutions to for data visualization to track experimental results and stock of critical reagents tasks requiring skilled ability looking for a phd or ms candidate in molecular biology or related field with data science experience including strong understanding of electronic laboratory notebooks benchling experience preferred assist in sample submission and management for samples throughout mrna platform production pipeline general scientific understanding in the following areas o pcr cloning and pdna preparation o capillary electrophoresis sds page uplcms uvabs o affinity chromatography o cell culture and transfection o elisa and activity assays o mrna formulation pnp lnp etc ability to summarize complex scientific processes highlighting key process and data collection steps,4.2,Eteam Inc.,"Waltham, MA",7500,1999,Private,Staffing & Subcontracting,Human Resources & Staffing,300,08-01-2024,City,Waltham,Massachusetts,"PyTorch, JavaScript, Natural Language Processing"
Data Scientist,149000,job description intel foundry services ifs is an independent foundry business established to meet our customers unique product needs with the first open system foundry model in the world we help our customers build their innovative silicon designs and deliver full endtoend customizable products from intels secure resilient and sustainable source of supply we are seeking a data scientist who is expert in data wrangling and analyzing massive and complex datasets your responsibilities will include but not limited to intel foundry services ifs is an independent foundry business that is established to meet our customers unique product needs with the first open system foundry model in the world our combined offerings of wafer fabrication advanced process and packaging technology chiplet software robust ecosystem and assembly and test capabilities help our customers build their innovative silicon designs and deliver full endtoend customizable products from intels secure resilient and sustainable source of supply us or hillsboro us tx austin us ca folsom intel strongly encourages employees to be vaccinated against covid19 intel aligns to federal state and local laws and as a contractor to the us government is subject to government mandates that may be issued intel policies for covid19 including guidance about testing and vaccination are subject to change over time all qualified applicants will receive consideration for employment without regard to race color religion religious creed sex national origin ancestry age physical or mental disability medical condition genetic information military and veteran status marital status pregnancy gender gender expression gender identity sexual orientation or any other characteristic protected by local law regulation or ordinance we offer a total compensation package that ranks among the best in the industry it consists of competitive pay stock bonuses as well as benefit programs which include health retirement and vacation find more information about all of our amazing benefits here httpswwwintelcomcontentwwwusenjobsbenefitshtml annual salary range for jobs which could be performed in us california 1191300017869000 this role will be eligible for our hybrid work model which allows employees to split their time between working onsite at their assigned intel site and offsite,4.1,Intel,"Austin, TX",10000,1968,Public,Computer Hardware Development,Information Technology,10000,04-05-2024,City,Austin,Texas,"Docker, Big Data, Git, Data Warehousing"
Data Scientist,104000,overview axle is a bioscience and information technology company that offers advancements in translational research biomedical informatics and data science applications to research centers and healthcare organizations nationally and abroad with experts in biomedical science software engineering and program management we focus on developing and applying research tools and techniques to empower decisionmaking and accelerate research discoveries we work with some of the top research organizations and facilities in the country including multiple institutes at the national institutes of health nih axle is seeking a data scientist to support research taking place at the national center for advancing translational sciences ncats and the national cancer institute nci,3.4,Axle Informatics,"Rockville, MD",750,2002,Private,Research & Development,Management & Consulting,300,15-04-2024,City,Rockville,Maryland,"SQL, Azure, Snowflake, Spark"
Data Scientist,185000,about us were on a mission to make it possible for every person team and company to be able to tailor their software to solve any problem and take on any challenge computers may be our most powerful tools but most of us cant build or modify the software we use on them every day at notion we want to change this with focus design and craft weve been working on this together since 2016 and have customers like pixar mitsubishi figma plaid match group and thousands more on this journey with us today were growing fast and excited for new teammates to join us who are the best at what they do were passionate about building a company as diverse and creative as the millions of people notion reaches worldwide,4.8,Notion,"San Francisco, CA",750,2016,Private,Enterprise Software & Network Solutions,Information Technology,3000,02-02-2024,City,San Francisco,California,"Deep Learning, Matplotlib, Azure, ETL"
Data Scientist,236000,were a team of bright kind individuals who are motivated by challenge and who care deeply about achieving great things we know our individual strengths but believe we only win as a team were transforming the way people find what they love and we need your big ideas we just might be the perfect fit about the team at stitch fix our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love we believe in a curiositydriven data science culture where members are empowered to deliver impact through endtoend model development the diversity of the problems that we work on and the datarich environment of our business make it possible even essential to bring the tools of multiple disciplines to bear on our hardest problems as a large company our growing business is looking for data scientists to join us in revolutionizing retail,3.3,Stitch Fix,Remote,10000,2011,Public,Other Retail Stores,Retail & Wholesale,3000,11-04-2024,Town,Round Rock,Texas,"Data Cleaning, Data Analysis, Natural Language Processing, Power BI"
"Engineer, Data",122000,journey with us combine your career goals and sense of adventure by joining our exciting team of employees royal caribbean group is pleased to offer a competitive compensation benefits package and excellent career development opportunities each offering unique ways to explore the world position overview data analytics ai department at rcg is looking for a highly skilled and experienced data platform engineer this role requires a strong technical background in data platform architecture cloud computing and big data technologies the platform engineer is responsible for the operation and maintenance of computer systems and software applications operating both the cloud primarily azure platform and onpremises for the data team product they support the architecture for the platforminfrastructure behind the products that helps analyze and process data in the way the organization needs it making sure those systems are resilient highly available and performing smoothly the engineer uses technical knowledge to solve business problems by means of a systematic and disciplined approach employing software hardware andor communication technologies to accomplish assignments,4,Royal Caribbean Group,United States,10000,1968,Public,Hotels & Resorts,Hotels & Travel Accommodation,7500,07-01-2024,Town,Frisco,Texas,"Data Warehousing, Data Visualization, JavaScript, PyTorch"
Data Scientist,186000,about faire faire is an online wholesale marketplace built on the belief that the future is local independent retailers around the globe are doing more revenue than walmart and amazon combined at faire were using the power of tech data and machine learning to connect this thriving community of entrepreneurs across the globe picture your favorite boutique in town we help them discover the best products from around the world to sell in their stores with the right tools and insights we believe that we can level the playing field so that small businesses everywhere can compete with these big box and ecommerce giants by supporting the growth of independent businesses faire is driving positive economic impact in local communities globally were looking for smart resourceful and passionate people to join us as we power the shop local movement if you believe in community come join ours,4.7,Faire,Remote,3000,2017,Private,Wholesale,Retail & Wholesale,3000,01-08-2024,Town,Irving,Texas,"Tableau, Azure, Matplotlib"
DATA ENGINEER,122000,at shell energy solutions we believe theres a better way to power your business and home aligned with shells ambition to be a significant global power business and to become net zero by 2050 our cleaner affordable and simple solutions help companies manage their energy spend and plan their sustainability roadmap a fresh approach for environmentally conscious businesses that are looking to boost their sustainability credentials we also have set out to deliver the very best experience to our customers across all our channels shell energy solutions mission is delivering cleaner energy solutions for a brighter tomorrow by guiding customers toward a better energy future enabling customer choice and by providing marketleading energy solutions,4.2,Shell Energy Solutions,"Houston, TX",10000,1907,Public,Energy & Utilities,"Energy, Mining & Utilities",10000,01-04-2024,City,Houston,Texas,"SQL, Data Cleaning, Big Data, Hadoop"
Data Scientist,174000,working at atlassian atlassians can choose where they work whether in an office from home or a combination of the two that way atlassians have more control over supporting their family personal goals and other priorities we can hire people in any country where we have a legal entity interviews and onboarding are conducted virtually a part of being a distributedfirst company your future team were looking for a data leader with business instincts and analytics mastery that has led projects improving data science efficiency you are someone that is passionate about applying these skills to increase data quality reduce the need for data scientists to perform data engineering tasks and love working across the organization to create the proper data layer to increase data science productivity,4.3,Atlassian,"Mountain View, CA",7500,2002,Public,Software Development,Information Technology,3000,06-06-2024,City,Mountain View,California,"Data Visualization, Azure, Matplotlib"
Data Scientist,119000,the data scientist jr physical scientist jr will provide support to the team with the operation of a technical and operational reachback center dedicated to the analysis of geophysical geospatial and electronic data collected in the field this position will be located at fort walker va formerly fort ap hill the data scientist jr physical scientist jr works on multidisciplinary projects studies and methodologies acting as a technical advisor and consultant on remote detection methods techniques and instrumentation and the interpretation and analysis of derived data the data scientist jr physical scientist jr supports a team responsible for conducting studies methodologies and programs to improve the quality and efficiency of data collection data processing data collection procedures and the handling analyzing archiving searchingmining of large amounts of sensor data,3.9,Na Oiwi Kane,"Bowling Green, VA",25,1992,Private,,,3000,16-09-2024,City,Bowling Green,Virginia,"JavaScript, Data Visualization, AWS, Deep Learning"
Data Scientist,122000,lead data scientist join an expert team that is breaking records in realtime big data performance change the way the world manipulates and analyzes large quantities of data address our customers data pain points and delight them with your solutions spacecurve is building big data analytic solutions focused on spatial temporal sensor and graph applications targeting mobile life sciences oil and gas and government markets our unique database technology can power realtime models of reality we are enabling completely new applications and radical enhancements to existing applications,3.3,Spacecurve,"Seattle, WA",25,1992,Private,Computer Hardware Development,Information Technology,3000,08-06-2024,City,Seattle,Washington,"Azure, Model Deployment, Cloud Computing, Spark"
Statistician,120000,duties serves as an advisor in leading and coordinating with stakeholders in solving complex and far reaching data management issues and problems for a wide range of systems applications and customers using statistical methods and techniques conducts the planning development implementation and administration of systems for the acquisition storage and retrieval of data transforms data from traditional and nontraditional sources contributes to development of the design for advanced data systems software and complex programming specifications designs methods to develop and manage large complex structured and unstructured datasets record linkage business analytics and efficiencies and predictive analytics,3.1,Us National Agricultural Statistics Service,"Washington, DC",3000,1816,Government,National Agencies,Government & Public Administration,3000,16-11-2023,City,Washington,DC,"Data Warehousing, AWS, Power BI, JavaScript"
Data Scientist,122000,description ampliamos nuestro equipo de data ai seleccionamos consultora con experiencia como data scientist para incorporarse de manera estable a nuestros equipos de madrid qué ofrecemos estupendo ambiente laboral las personas que componen nuestros equipos lo hacen posible teletrabajo y horario flexible formación a medida y posibilidad de participar en gremios y grupos transversales de difusión de conocimientos de todo tipo,3.9,Vass,Remote,3000,1999,Private,Business Consulting,Management & Consulting,62,09-04-2024,Town,Richardson,Texas,"Python, Docker, Snowflake"
Data Engineer,100000,at rockstar games we create worldclass entertainment experiences a career at rockstar games is about being part of a team working on some of the most creatively rewarding and ambitious projects to be found in any entertainment medium you would be welcomed to a dedicated and inclusive environment where you can learn and collaborate with some of the most talented people in the industry rockstar is seeking a data engineer to join a team focused on building a cuttingedge game analytics platform and tools to better understand our players and enhance their experience in our games this is a fulltime permanent position based out of rockstars unique game development studio in andover ma the ideal candidate will be skilled in developing complex ingestion and transformation processes with an emphasis on reliability and performance in collaboration with other data engineers machine learning engineers and software engineers the candidate will empower the team of analysts and data scientists to deliver data driven insights and applications to company stakeholders,4.3,Rockstar Games,"Andover, MA",3000,1998,Subsidiary Or Business Segment,Video Game Publishing,Media & Communication,15,03-01-2024,City,Andover,Massachusetts,"Machine Learning, Azure, Docker, JavaScript"
Data Scientist,116000,wintrust is a financial holding company with approximately 50 billion assets under management and traded on the nasdaqwtfc built on the have it all model wintrust offers sophisticated technology and resources of a large bank while focusing on providing servicebased community banking to each and every customer wintrust operates fifteen community bank subsidiaries with over 170 banking locations in the greater chicago and southern wisconsin market areas additionally wintrust operates various nonbank business units including commercial and life insurance premium financing shortterm accounts receivable financing outsourced administrative services mortgage origination and purchase wealth management services and qualified intermediary services for taxdeferred exchanges why join us,3.9,Wintrust Financial,"Rosemont, IL",3000,1991,Public,Banking & Lending,Financial Services,250500,16-10-2023,City,Rosemont,Illinois,"Hadoop, Matplotlib, SQL"
DATA SCIENTIST,76000,state of new hampshire job posting department of health and human services division of public health services concord nh hazen drive mch data scientistepidemiologist senior planner lg 27 42836 62575508915400 see total compensation information at the bottom of announcement,3.5,The State Of New Hampshire,"Concord, NH",7500,1950,Government,State & Regional Agencies,Government & Public Administration,3000,09-05-2024,City,Concord,New Hampshire,"Spark, Data Analysis, Snowflake, Cloud Computing"
Data Scientist,135000,data scientist analytics insights our mission is to be 1 by creating a better life for our customers at lg electronics we make products and services that make lives better easier and happier through increased functionality and fun put simply we offer the latest innovations to make life good as a global leader we strive for greatness not only in the products we make but in our people that is why we are currently seeking the newest innovator to join our dynamic team as data scientist located in englewood cliffs nj this role is onsite in our nj office,2.9,Lg Electronics U.S.,"Englewood Cliffs, NJ",3000,1952,Subsidiary Or Business Segment,Consumer Electronics & Appliances Stores,Retail & Wholesale,10000,12-10-2023,City,Englewood Cliffs,New Jersey,"Cloud Computing, Hadoop, JavaScript"
Data Scientist,94000,about us who is cintra with us headquarters in austin texas cintra is the leading privatesector transportation infrastructure company in the world with experience spanning over 50 years of innovative highway development on four continents today its portfolio includes nearly 1200 miles of managed highways globally representing a total global investment in roadway improvements of over 248 billion cintra manages over 10 billion of infrastructure projects in the united states and more than 47 billion of infrastructure projects in canada what makes us different our people come first we want every single employee to develop both professionally and personally with a strong focus on growth potential we look to our internal employees as potential candidates for both national and international opportunities we aim to achieve greatness by promoting from within every chance we get we work hard and play hard and strive every day for success and achievement with a diverse group of professionals working in a fastpaced environment we achieve milestones constantly and if that werent enough we also offer our employees highly competitive insurance benefits paid time off and a matching 401k program,3.5,Ferrovial External,"Austin, TX",10000,1952,Private,Construction,"Construction, Repair & Maintenance Services",250500,01-08-2024,City,Austin,Texas,"Cloud Computing, Data Warehousing, JavaScript, Data Cleaning"
Data Scientist,122000,overview overview the successful candidate will be a phd level data scientist with knowledge in the life sciences including protein structures small compound analytics and broader lshc subject matter the candidate will also be able to develop deep learning applications using python as a primary tool both to implement novel solutions and iterate on existing software solutions the candidate will primarily work in a virtually distributed dynamic and extensively experienced technical team responsibilities responsibilities for the data scientist will include work closely with other data scientists and smes to develop dlml powered software features qualifications,4.1,Certara,Remote,3000,2008,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3000,13-09-2024,Town,Richardson,Texas,"Hadoop, R, Natural Language Processing"
Data Scientist,110000,ford is redefining how it will build a better world for the future by creating a culture and opportunities where employees will capitalize on fords excellence in designing and building the most iconic products while also helping develop the future of worldclass connected battery electric vehicles bev we call this new business model e the creation of model e was informed by the success of small passionate ford teams that developed the mustang mache suv and f150 lightning pickup as well as fords dedicated ev division in china similarly dedicated teams within model e will create the software platforms and fully networked vehicle architectures to support delightful alwayson and everimproving vehicles and experiences that will allow us to deliver over 50 of our total sales in bev and 33 million connected vehicles by 2030 we are building a team of the worlds best software electrical and automotive talent and turning them loose to create shockingly great electric vehicles and digital experiences for new generations of customers these changes in our business will allow us the greatest opportunity to bring value and serve customers since henry ford scaled the model t,4,Ford Motor Company,"Detroit, MI",10000,1903,Public,Transportation Equipment Manufacturing,Manufacturing,10000,11-04-2024,City,Detroit,Michigan,"Data Warehousing, Machine Learning, Natural Language Processing, Big Data"
Statistician,190000,agency us securities and exchange commission position mathematical statistician or statistician data scientist sk1529153014 promotion potential sk14 open close dates 08182023 to 09012023 salary 140830 238592 per year location washington dc vacancies three 3,3.9,U.S. Securities & Exchange Commission,"Washington, DC",3000,1992,Unknown,,,3000,11-12-2023,City,Washington,DC,"Natural Language Processing, PyTorch, Data Warehousing, AWS"
Data Scientist,136000,about ancestry when you join ancestry you join a humancentered company where every persons story is important ancestry the global leader in family history empowers journeys of personal discovery to enrich lives with our unparalleled collection of more than 40 billion records over 3 million subscribers and over 23 million people in our growing dna network customers can discover their family story and gain a new level of understanding about their lives over the past 40 years weve built trusted relationships with millions of people who have chosen us as the platform for discovering preserving and sharing the most important information about themselves and their families we are committed to our location flexible work approach allowing you to choose to work in the nearest office from your home or a hybrid of both subject to location restrictions and roles that are required to be in the office see the full list of eligible us locations here we will continue to hire and promote beyond the boundaries of our office locations to enable broadened possibilities for employee diversity together we work every day to foster a work environment thats inclusive as well as diverse and where our people can be themselves every idea and perspective is valued so that our products and services reflect the global and diverse clients we serve ancestry encourages applications from minorities women the disabled protected veterans and all other qualified applicants passionate about dedicating your work to enriching peoples lives join the curious,3.5,Ancestry,"Lehi, UT",3000,1983,Private,Internet & Web Services,Information Technology,3000,16-03-2024,City,Lehi,Utah,"Excel, Natural Language Processing, Natural Language Processing"
Data Scientist,233000,every day tens of millions of people come to roblox to explore create play learn and connect with friends in 3d immersive digital experiences all created by our global community of developers and creators at roblox were building the tools and platform that empower our community to bring any experience that they can imagine to life our vision is to reimagine the way people come together from anywhere in the world and on any device were on a mission to connect a billion people with optimism and civility and looking for amazing talent to help us get there a career at roblox means youll be working to shape the future of human interaction solving unique technical challenges at scale and helping to create safer more civil shared experiences for everyone,4.2,Roblox,"San Mateo, CA",3000,2004,Public,Internet & Web Services,Information Technology,3000,03-03-2024,City,San Mateo,California,"Model Deployment, Hadoop, Data Analysis"
Data Scientist,150000,about pinterest millions of people across the world come to pinterest to find new ideas every day its where they get inspiration dream about new possibilities and plan for what matters most our mission is to help those people find their inspiration and create a life they love in your role youll be challenged to take on work that upholds this mission and pushes pinterest forward youll grow as a person and leader in your field all the while helping pinners make their lives better in the positive corner of the internet creating a life you love also means finding a career that celebrates the unique perspectives and experiences that you bring as you read through the expectations of the position consider how your skills and experiences may complement the responsibilities of the role we encourage you to think through your relevant and transferable skills from prior experiences,3.8,Pinterest,"San Francisco, CA",3000,2010,Public,Internet & Web Services,Information Technology,300,30-04-2024,City,San Francisco,California,"Machine Learning, Git, Azure, Natural Language Processing"
Data Scientist,109000,responsible for working with business users to fully understand their needs for data science solutions work with a variety of data sources both internal and external as well as structured and unstructured formats to build analytic models utilizing machine learning techniques perform deep dive analytics ad hoc reporting report automation fee schedule processing and dashboard creationmaintenance partner with the it group to ensure that the data is sourced from the right location for data science model building develop etl pipelines for model training evaluation and deployment develop and code data science programs algorithms and automated processes to cleanse integrate and evaluate large datasets from multiple disparate sources interact with data engineers business analysts and others to ensure data solutions address full needs leverage appropriate data science techniques to drive the creation of insights from data combine data extraction preparation and data cleansing with model training and evaluation using pandas and alteryx develop and code data science programs algorithms and automated processes to cleanse integrate and evaluate large datasets from multiple disparate sources use github and similar version control system to maintain source code interpret and communicate insights and findings from analysis and experiments for a multidepartment audience using data visualization tools including power bi and tableau utilize ms access ms excel tsql oracle sql python r healthcare data analytics quantitative statistical analysis baselinetrend analysis qualitative statistical analysis and health economics to perform duties access data from internal databases and sources including warehoused and premodeled data server as the tableau subject matter expert sme accountable for the development and production support of interactive data visualizations perform tableau server administration for users and user groups refresh scheduling via server and tsc develop dynamic websites with microsoft sharepoint as well as automatic registration systems with microsoft powerplatformp use advanced knowledge of data warehousing and data mining principles including datamart design fact tables dimension tables data views and star schema to complete assigned tasks stay current on data science and analytics tools techniques and practices and work in an agilescrum environment to write clean reliable and testable code that supports rapid delivery via cicd and automated deployments,3.6,Health Alliance Plan,"Detroit, MI",3000,1956,Private,Insurance Carriers,Insurance,3000,21-02-2024,City,Detroit,Michigan,"JavaScript, Hadoop, Snowflake"
Data Scientist,122000,job summary who are we live nation entertainment is the worlds leading live entertainment and ecommerce company comprised of four market leaders ticketmastercom live nation concerts front line management group and live nation network ticketmastercom is the global event ticketing leader and one of the worlds top five ecommerce sites with over 26 million monthly unique visitors live nation concerts produces over 20000 shows annually for more than 2000 artists globally front line is the worlds top artist management company representing over 250 artists these businesses power live nation network the leading provider of entertainment marketing solutions enabling over 800 advertisers to tap into the 200 million consumers live nation delivers annually through its live event and digital platforms for additional information visit wwwlivenationcominvestors 12800000 usd 16000000 usd,4,Live Nation,Remote,10000,2005,Public,Broadcast Media,Media & Communication,7500,05-02-2024,Town,Richardson,Texas,"Natural Language Processing, Big Data, Data Warehousing, Machine Learning"
Data Scientist,165000,managing director data science engineer stamford ct build statistical models and conduct data analysis on fraud aml and other bank data develop optimal data pipeline architecture up to 5 domestic travel may work remotely from any us location apply online referencing ad 1422 to employer webster bank using the link below webster bank is an equal opportunity employer lidni equal opportunity employer minoritieswomenprotected veteransdisabled,3.5,Webster Financial Corp,"Stamford, CT",3000,1935,Subsidiary Or Business Segment,Banking & Lending,Financial Services,3000,18-12-2023,City,Stamford,Connecticut,"JavaScript, Power BI, PyTorch, Cloud Computing"
Data Scientist,168000,overview intuit is looking for innovative and handson staff data scientist to join the intuit ai team come join our collaborative and creative group of data scientists and machine learning engineers and build models that directly affect hundreds of thousands of our customers in this role you will be building and deploying machine learning models using both analytical algorithms and deep learning approaches what youll bring 4 years of industry experience with data science,4.5,Intuit,"San Diego, CA",10000,1983,Public,Software Development,Information Technology,10000,03-09-2024,City,San Diego,California,"Model Deployment, Deep Learning, AWS, Python"
Data Science Analyst I-Personalized Medicine,90000,description the augmented intelligence in medicine and science aims laboratory is breaking new ground on a daily basis in applying data driven insights to improve the care of our patients this highly innovated lab funded by a number of r01 and other nih grants is seeking a highly qualified data scientist to help derive insights from realworld clinical data that can be used to improve clinical practice the individual will be an active leader in a highly innovative lab applying cutting edge machine learning techniques to multimodal electronic health record ehr waveform and genomic data to answer highly relevant clinical questions and deploy these models into clinical care,3.5,Mount Sinai,"New York, NY",10000,2013,Hospital,Health Care Services & Hospitals,Healthcare,3000,22-09-2023,City,New York,New York,"Natural Language Processing, Git, Big Data, R"
Data Scientist,85000,company overview applied engineering technology inc is seeking a motivated and hardworking individual to join our team you will be part of a group of engineers dedicated to high quality work valueadd solutions skill development and career growth innovation problem solving integrity and collaboration are a few of the things youll experience and represent while working with applied if you appreciate a challenge interesting work and a rigorous pace then we would like to get to know you better award winning employee owned comprehensive benefits relocation assistance ownership opportunity continuing education support,4,Applied Engineering Inc,"Fargo, ND",125,1986,Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",3000,09-06-2024,City,Fargo,North Dakota,"Data Warehousing, Machine Learning, Data Cleaning"
Data Scientist,78000,job category global it job family global business systems job description as a quality systems data scientist you will work across with our global enterprise quality and food safety team and business stakeholders to deliver advanced analytics and insights to enhance our quality and food safety systems you will work cross functionally to gather analyze and interpret large data sets identify trends and patterns and help develop predictive models while collaborating closely with our business analytics and insights team to create datadriven solutions to meet business needs and support our organizational data analytics strategy this is a newly added position to our quality systems program,3.7,Schreiber Foods,"Green Bay, WI",3000,1945,Private,Food & Beverage Manufacturing,Manufacturing,3000,23-01-2024,City,Green Bay,Wisconsin,"Data Analysis, JavaScript, Data Cleaning"
Data Engineer,122000,opening statement csaa insurance group csaa ig a aaa insurer is one of the top personal lines property and casualty insurance groups in the us our employees proudly live our core beliefs and fulfill our enduring purpose to help members prevent prepare for and recover from lifes uncertainties and were proud of the culture we create together as we commit to progress over perfection we recognize that every day is an opportunity to be innovative and adaptable at csaa ig we hire good people for a brighter tomorrow we are actively hiring for an data engineer join us and support csaa ig in achieving our goals your role the data engineer is responsible for providing technical support for data pipeline implementation monitoring and administration it is extremely important to the company that data processing from multiple source systems into the cloud data warehouse offer the highest reliability and performance possible the admin is challenged to work with architecture application development and other infrastructure teams to help achieve a stateoftheart platform that meets current and future business objectives,3.6,Csaa Insurance Group,"Glendale, AZ",3000,1914,Private,Insurance Carriers,Insurance,3000,10-08-2024,City,Glendale,Arizona,"Hadoop, AWS, Natural Language Processing"
Data Scientist,196000,why mayo clinic mayo clinic is topranked in more specialties than any other care provider according to us news world report as we work together to put the needs of the patient first we are also dedicated to our employees investing in competitive compensation and comprehensive benefit plans to take care of you and your family now and in the future and with continuing education and advancement opportunities at every turn you can build a long successful career with mayo clinic youll thrive in an environment that supports innovation is committed to ending racism and supporting diversity equity and inclusion and provides the resources you need to succeed responsibilities exempt 159973 231962 year education experience and tenure may be considered along with internal equity when job offers are extended yes full time 80 mf daytime hours na no laura percival,3.9,Mayo Clinic,"Rochester, MN",10000,1992,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,10000,04-01-2024,City,Rochester,Minnesota,"Docker, Big Data, Data Warehousing"
Data Scientist,205000,sentilink provides innovative identity and risk solutions empowering institutions and individuals to transact confidently with one another by building the future of identity verification in the united states and reinventing the currently clunky ineffective and expensive process we believe strongly that the future will be 10x better weve had tremendous traction and are growing extremely quickly already our realtime apis have helped verify hundreds of millions of identities beginning with financial services in 2021 we raised a 70m series b round led by craft ventures to rapidly scale our best in class products weve earned coverage and awards from techcrunch cnbc bloomberg forbes business insider pymnts american banker lendit and have recently landed on the forbes fintech 50 2023 last but not least weve even been a part of historywe were the first company to go live with the ecbsv and testified before the united states house of representatives,5,Sentilink,Remote,3000,1992,Public,Information Technology Support Services,Information Technology,3000,16-09-2024,Town,Fort Worth,Texas,"Snowflake, R, Data Visualization"
Data Scientist,165000,our sharepoint data science team is actively looking to hire a senior data scientist to join our team the sharepoint data science teams charter is to foster a datadriven culture ensuring that all key product decisions are informed by data our team works closely with pm engineering marketing user research design and business leaders to identify opportunities for improving the customer experience and accelerate our businesss growth in support of this mission we analyze historical data to understand salient trends deliver standardized views of business performance develop models to predict performance recommend actions to be taken and run experiments to prove that desired outcomes are being achieved our product space includes sharepoint viva connections viva topics viva amplify and microsoft syntex this is a unique opportunity to bring your knowledge of enterprise software offerings as well as your understanding of data science methods and best practices to help microsoft deliver the best experience possible for our customers and partners you will be joining a group of experts on the front lines of synthesizing vast customer purchase and engagement behavior data sets into targeted recommendations for addressing realworld business challenges at scale microsoft is an equal opportunity employer consistent with applicable law all qualified applicants will receive consideration for employment without regard to age ancestry citizenship color family or medical care leave gender identity or expression genetic information immigration status marital status medical condition national origin physical or mental disability political affiliation protected veteran or military status race ethnicity religion sex including pregnancy sexual orientation or any other characteristic protected by applicable local laws regulations and ordinances if you need assistance andor a reasonable accommodation due to a disability during the application process read more about requesting accommodations,4.3,Microsoft,"Redmond, WA",10000,1975,Public,Computer Hardware Development,Information Technology,10000,04-01-2024,City,Redmond,Washington,"Deep Learning, Machine Learning, Natural Language Processing"
Data Scientist,158000,in a world of possibilities pursue one with endless opportunities imagine next when it comes to what you want in your career if you can imagine it you can do it at parsons imagine a career working with intelligent diverse people sharing a common quest imagine a workplace where you can be yourself where you can thrive where you can find your next right now weve got what youre looking for job description parsons is seeking an experienced data scientist analytics engineer to provide embedded operations support capability integration and rapid prototyping in support of uscybercom in this role you will be responsible for collaborating with headquarters and local customers to develop analytic capabilities youll be a critical member on a small team responsible for bringing your highlevel analytic and data science skills to bear on a critical national security mission top secret sci wpolygraph this position is part of our federal solutions team our federal solutions segment delivers resources to our us government customers that ensure the success of missions around the globe our diverse intelligent employees drive the state of the art as they provide services and solutions in the areas of defense security intelligence infrastructure and environmental we promote a culture of excellence and closeknit teams that take pride in delivering protecting and sustaining our nations most critical assets from earth to cyberspace throughout the company our people are anticipating whats next to deliver the solutions our customers need now 11310000 20360000 we value our employees and want our employees to take care of their overall wellbeing which is why we offer bestinclass benefits such as medical dental vision paid time off 401k life insurance flexible work schedules and holidays to fit your busy lifestyle parsons is an equal opportunity employer committed to diversity equity inclusion and accessibility in the workplace diversity is ingrained in who we are how we do business and is one of our companys core values parsons equally employs representation at all job levels for minority female disabled protected veteran and lgbtq we truly invest and care about our employees wellbeing and provide endless growth opportunities as the sky is the limit so aim for the stars imagine next and join the parsons questapply today,3.9,Parsons,Maryland,10000,1944,Public,Information Technology Support Services,Information Technology,3000,11-11-2023,Town,Richardson,Texas,"Git, Snowflake, Docker"
